Tweet,Compound,Date,Negative,Neutral,Positive,Source,Text,User
252,-0.6369,Mon Mar 19 20:19:18 +0000 2018,0.215,0.785,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Lena Dunham talks about the ""ups and downs"" of life after having a hysterectomy due to her painful struggle with en… https://t.co/LaQ1Rjgypz",CNN
253,0.0,Mon Mar 19 20:11:31 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Representatives of North Korea, South Korea and the US are set to meet in Finland https://t.co/Z7nMAv39iR https://t.co/LtP275u89K",CNN
254,0.0,Mon Mar 19 20:09:49 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNnewsroom: ""Donald Trump's tweets contain multitudes and usually multitudes of things that aren't accurate"" - CNN's Chris Cillizza re…",CNN
255,-0.296,Mon Mar 19 20:00:49 +0000 2018,0.238,0.615,0.148,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Supreme Court has denied a request from Pennsylvania Republicans to block new congressional maps that could til… https://t.co/BsCfRZSkY7,CNN
256,0.296,Mon Mar 19 19:54:57 +0000 2018,0.0,0.833,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sweden helping negotiate release of Americans held in North Korea https://t.co/TlH5k0D4gN https://t.co/GRlNWV23Rw,CNN
257,0.0,Mon Mar 19 19:43:32 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Donald Trump announced that his administration will push a ""large-scale"" ad campaign aimed at combating t… https://t.co/jzMkmjU6MA",CNN
258,0.2732,Mon Mar 19 19:33:04 +0000 2018,0.0,0.905,0.095,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Cambridge Analytica has agreed to a digital forensic audit of its servers and systems in an attempt to show that it… https://t.co/RvHxunH1b8,CNN
259,0.0,Mon Mar 19 19:25:57 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","It's official: ""Sex and the City"" star Cynthia Nixon has announced that she is officially throwing her hat in the N… https://t.co/q9yji208A1",CNN
260,-0.0516,Mon Mar 19 19:23:29 +0000 2018,0.116,0.776,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Passengers within two seats or one row of someone with a respiratory illness have an 80% or greater possibility of… https://t.co/DRFyRwJ3xV,CNN
261,-0.3818,Mon Mar 19 19:21:34 +0000 2018,0.136,0.808,0.056,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","Pres. Trump: ""We're also taking action to prevent addiction by addressing the problem of over-prescribing, and our… https://t.co/fteSO5nggE",CNN
262,0.0,Mon Mar 19 19:15:59 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Companies use fingerprints and digital behavior to ID employees https://t.co/GBgYHvVE9B https://t.co/bI7BQTIlvt,CNN
263,0.0,Mon Mar 19 19:05:19 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CNNPolitics: Trump announces an anti-opioid commercial campaign directed at children: “It’s the least expensive thing we can do, where…",CNN
264,-0.1513,Mon Mar 19 19:04:42 +0000 2018,0.163,0.707,0.13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Expect more trouble from Putin after the election, says CNN's National Security Analyst | @CNNOpinion… https://t.co/2GQ3lphWNX",CNN
265,-0.4404,Mon Mar 19 19:03:19 +0000 2018,0.127,0.873,0.0,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","President Trump: ""I'm repeating my call on Congress to block funds for sanctuary cities and to close the deadly loo… https://t.co/sRwiXeqrBU",CNN
266,0.4019,Mon Mar 19 18:59:51 +0000 2018,0.0,0.881,0.119,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","President Trump: The Southern US border must be secured; ""The second part of our initiative is to reduce the supply… https://t.co/dMoENUJP5U",CNN
267,0.1791,Mon Mar 19 18:52:41 +0000 2018,0.0,0.881,0.119,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>","President Trump: ""We can have all the blue-ribbon committees we want, but if we don't get tough on the drug dealers… https://t.co/wry6l9yIi9",CNN
268,0.0,Mon Mar 19 18:50:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/UAUsJaRrtM,CNN
269,0.0,Mon Mar 19 18:40:49 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump speaks at a New Hampshire event. https://t.co/MEQA7aPK8y

Watch CNN: https://t.co/UYpqI3w42L 

Watc… https://t.co/LeVAA7Xsd5",CNN
270,0.1027,Mon Mar 19 18:40:04 +0000 2018,0.1,0.783,0.117,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: “I do more tha… https://t.co/WwH4iyXH7L,CNN
271,0.25,Mon Mar 19 18:35:08 +0000 2018,0.0,0.889,0.111,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/b5Y2IsH4LH,CNN
272,-0.6249,Mon Mar 19 18:34:44 +0000 2018,0.177,0.823,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump and Melania Trump are making remarks in New Hampshire on combatting the opioid crisis. Watch on Fac… https://t.co/A4oFKR403E,CNN
273,0.0,Mon Mar 19 18:30:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What you need to know about Facebook's data debacle https://t.co/6qgcwcQMNO https://t.co/JiIf44mBHU,CNN
274,0.2263,Mon Mar 19 18:20:05 +0000 2018,0.0,0.905,0.095,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Mark Zuckerberg's net worth dropped $5 billion following news that data firm Cambridge Analytica, which had ties to… https://t.co/9AD7ms4uAi",CNN
275,0.4019,Mon Mar 19 18:10:04 +0000 2018,0.0,0.837,0.163,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump will hire an attorney to join his personal legal team who has alleged the President is being framed… https://t.co/HVrnkUFv20,CNN
276,0.3612,Mon Mar 19 18:00:11 +0000 2018,0.056,0.823,0.121,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Two things can -- and likely are -- true about the possibility of President Trump facing a serious primary in 2020.… https://t.co/jKMflOlz70,CNN
277,-0.8126,Mon Mar 19 17:50:27 +0000 2018,0.33,0.67,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/tTx9TcCVAI",CNN
278,-0.7769,Mon Mar 19 17:43:44 +0000 2018,0.274,0.726,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",JUST IN: Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a ped… https://t.co/RMoFwN2CC9,CNN
279,-0.765,Mon Mar 19 17:40:33 +0000 2018,0.423,0.577,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",SXSW bomb threat forces cancellation of The Roots concert https://t.co/kCbOVNUTIP https://t.co/od0545Ux4H,CNN
280,0.0,Mon Mar 19 17:30:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Fred Meyer stores will phase out all sales of guns and ammunition, according to its parent company, Kroger… https://t.co/r10zEcALBk",CNN
281,-0.5574,Mon Mar 19 17:20:41 +0000 2018,0.184,0.816,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A massive bushfire has engulfed a small town in southeastern Australia, destroying more than 100 buildings and forc… https://t.co/uDbVlgR2eP",CNN
282,0.0,Mon Mar 19 17:10:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The data scientist who gathered info on millions of Facebook users for a firm tied to Trump's campaign says he'd be… https://t.co/s1PD8fpOMA,CNN
283,0.4019,Mon Mar 19 17:00:09 +0000 2018,0.0,0.87,0.13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Special counsel Robert Mueller has provided lawyers for President Trump a list of questions as part of ongoing nego… https://t.co/rYDHFMp47A,CNN
284,0.0,Mon Mar 19 16:50:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A real estate investment startup co-founded by Jared Kushner skirted New York City laws and earned his company more… https://t.co/uPe1LLXUlR,CNN
285,-0.7906,Mon Mar 19 16:40:07 +0000 2018,0.292,0.708,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A 9-year-old boy shot and killed his 13-year-old sister after they got into an argument over a video game controlle… https://t.co/M9RVwVatyC,CNN
286,-0.683,Mon Mar 19 16:38:29 +0000 2018,0.292,0.584,0.123,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNweather: The severe storm risk has been UPGRADED to MODERATE meaning significant tornadoes, very large hail, and damaging winds are…",CNN
287,-0.5574,Mon Mar 19 16:30:23 +0000 2018,0.194,0.806,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A Cirque du Soleil performer died Saturday night after he fell during a performance in Tampa, Florida… https://t.co/0nYTl5bCzn",CNN
288,0.4404,Mon Mar 19 16:22:46 +0000 2018,0.0,0.854,0.146,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Every job is safe in the White House — until it's not, writes Alice Stewart for @CNNOpinion https://t.co/hNeFFq6UZT https://t.co/Nwfe8JYnUy",CNN
289,-0.1689,Mon Mar 19 16:11:14 +0000 2018,0.094,0.906,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/eJgOJtrM3c https://t.co/8bKq0lDY04",CNN
290,0.25,Mon Mar 19 16:00:30 +0000 2018,0.212,0.481,0.308,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/867SmwNNsE https://t.co/poyiJf663n,CNN
291,0.0,Mon Mar 19 15:50:09 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""I do more than dribble"": Miami Heat star Dwyane Wade defends his activism in the wake of the Florida school shooti… https://t.co/t92E3SLVOR",CNN
292,-0.7269,Mon Mar 19 15:40:12 +0000 2018,0.276,0.724,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/SB81VqUcwE",CNN
293,0.4215,Mon Mar 19 15:30:06 +0000 2018,0.098,0.732,0.171,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump may not be able to fire Robert Mueller. So he's doing the next best thing. | Analysis by… https://t.co/D51NhkBqPk,CNN
294,0.4019,Mon Mar 19 15:18:36 +0000 2018,0.0,0.881,0.119,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Austin Police Chief Brian Manley: “We are clearly dealing with what we expect to be a serial bomber at this point”… https://t.co/RcMekTIQzv,CNN
295,0.7845,Mon Mar 19 15:16:28 +0000 2018,0.0,0.67,0.33,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Former FBI Director James Comey's book is already a best seller, with President Trump's help https://t.co/XwDviZepni https://t.co/RLRPj3sPoP",CNN
296,0.0,Mon Mar 19 15:14:31 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Police chief: There are ""similarities"" in all four bombs that have exploded in Austin since March 2 https://t.co/cCAhHjRSqP",CNN
297,0.0,Mon Mar 19 15:04:53 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Officials in Austin, Texas are holding a briefing after 4 bombings in less than 3 weeks: https://t.co/UYpqI3w42L … https://t.co/LsjH8I0Nit",CNN
298,0.0,Mon Mar 19 15:02:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Walmart is partnering up with Handy to offer TV mounting and furniture assembly https://t.co/MqCVMg5463 https://t.co/UcNUCPGfxD,CNN
299,0.0,Mon Mar 19 14:50:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Four bombings in less than 3 weeks have left Austin, Texas, on edge https://t.co/rJrmIQsYy5

Police are planning to… https://t.co/GjVmxg8xhl",CNN
300,0.2023,Mon Mar 19 23:12:12 +0000 2018,0.0,0.921,0.079,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",FoxNews
301,-0.4939,Mon Mar 19 23:04:04 +0000 2018,0.225,0.775,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,FoxNews
302,0.0,Mon Mar 19 23:01:13 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",FoxNews
303,0.2944,Mon Mar 19 23:00:25 +0000 2018,0.096,0.76,0.144,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",FoxNews
304,0.0,Mon Mar 19 22:55:48 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",FoxNews
305,-0.898,Mon Mar 19 22:49:52 +0000 2018,0.412,0.588,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",FoxNews
306,-0.5023,Mon Mar 19 22:46:15 +0000 2018,0.146,0.854,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",FoxNews
307,0.0,Mon Mar 19 22:35:33 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,FoxNews
308,-0.6249,Mon Mar 19 22:27:25 +0000 2018,0.204,0.796,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",FoxNews
309,-0.5106,Mon Mar 19 22:24:36 +0000 2018,0.229,0.672,0.099,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,FoxNews
310,-0.3919,Mon Mar 19 22:15:41 +0000 2018,0.169,0.831,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",FoxNews
311,0.0772,Mon Mar 19 22:08:45 +0000 2018,0.0,0.885,0.115,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,FoxNews
312,0.2263,Mon Mar 19 22:00:08 +0000 2018,0.0,0.894,0.106,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,FoxNews
313,0.0,Mon Mar 19 21:54:09 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,FoxNews
314,0.4019,Mon Mar 19 21:47:01 +0000 2018,0.0,0.791,0.209,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",FoxNews
315,0.5574,Mon Mar 19 21:44:08 +0000 2018,0.0,0.796,0.204,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",It was a special day at @dollysstampede? as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,FoxNews
316,-0.5829,Mon Mar 19 21:31:49 +0000 2018,0.321,0.679,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",FoxNews
317,-0.34,Mon Mar 19 21:20:31 +0000 2018,0.13,0.87,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,FoxNews
318,-0.7717,Mon Mar 19 21:12:12 +0000 2018,0.271,0.729,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",FoxNews
319,0.5574,Mon Mar 19 20:45:54 +0000 2018,0.0,0.714,0.286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,FoxNews
320,0.2023,Mon Mar 19 23:12:12 +0000 2018,0.0,0.921,0.079,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@GregAbbott_TX on the hunt for Austin, Texas bomber: “Law enforcement at all levels are on top of this in a way bi… https://t.co/574OxaEavh",FoxNews
321,-0.4939,Mon Mar 19 23:04:04 +0000 2018,0.225,0.775,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@FIU students return to campus for first time since bridge collapse https://t.co/ekhlBFQmgt,FoxNews
322,0.0,Mon Mar 19 23:01:13 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MikeEmanuelFox: White House, Democrats trade offers to address 'dreamers'-from #SpecialReport tonight:
https://t.co/u4U05Ss3GF",FoxNews
323,0.2944,Mon Mar 19 23:00:25 +0000 2018,0.096,0.76,0.144,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@guypbenson: ""When you look at the McCabe firing, I think you can make a very strong case, based on the facts, tha… https://t.co/R1uC8pypqt",FoxNews
324,0.0,Mon Mar 19 22:55:48 +0000 2018,0.0,1.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@MaraLiasson: ""I think what's happening is [@POTUS] is intent on discrediting the Mueller investigation so that wh… https://t.co/doAafqRCnI",FoxNews
325,-0.898,Mon Mar 19 22:49:52 +0000 2018,0.412,0.588,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@MZHemingway on McCabe firing: ""It is never a good thing when your #2 at the @FBI is fired for bad behavior.""… https://t.co/qtMQXB3a78",FoxNews
326,-0.5023,Mon Mar 19 22:46:15 +0000 2018,0.146,0.854,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""The U.S. government just hit a record, but not one with bragging rights. We are in debt. A lot of debt.""… https://t.co/QEphN4nJ0X",FoxNews
327,0.0,Mon Mar 19 22:35:33 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mississippi enacts law banning most abortions after 15 weeks https://t.co/2l5tHo17no,FoxNews
328,-0.6249,Mon Mar 19 22:27:25 +0000 2018,0.204,0.796,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","During a speech on the opioid crisis in America on Monday, @POTUS called for ending sanctuary cities. https://t.co/Yxf2RHavha",FoxNews
329,-0.5106,Mon Mar 19 22:24:36 +0000 2018,0.229,0.672,0.099,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/JjWYnnvUJn,FoxNews
330,-0.3919,Mon Mar 19 22:15:41 +0000 2018,0.169,0.831,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@brithume: ""There's been a lot of criticism that the firing was rushed, but McCabe was on the verge of retirement.… https://t.co/1X6PKgKMpi",FoxNews
331,0.0772,Mon Mar 19 22:08:45 +0000 2018,0.0,0.885,0.115,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@lizpeek: @HillaryClinton's latest excuse: Stepford wives cost me the election https://t.co/Dv7VWg2ibU,FoxNews
332,0.2263,Mon Mar 19 22:00:08 +0000 2018,0.0,0.894,0.106,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Are some states headed for Splitsville? Movement grows to allow sections of states to break away https://t.co/H8UNrAD2wW,FoxNews
333,0.0,Mon Mar 19 21:54:09 +0000 2018,0.0,1.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@facebook exploring forensic audits to investigate Cambridge Analytica claims https://t.co/Su9gpTOSBM,FoxNews
334,0.4019,Mon Mar 19 21:47:01 +0000 2018,0.0,0.791,0.209,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@JesseBWatters on @HillaryClinton's apology after comments about Trump voters: “We like authentic Hillary, even if… https://t.co/vxz1LrqfqV",FoxNews
335,0.5574,Mon Mar 19 21:44:08 +0000 2018,0.0,0.796,0.204,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",It was a special day at @dollysstampede? as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/c7aTQu0toD,FoxNews
336,-0.5829,Mon Mar 19 21:31:49 +0000 2018,0.321,0.679,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Self-driving Uber car kills Arizona pedestrian, police say https://t.co/nLr9zucd1I",FoxNews
337,-0.34,Mon Mar 19 21:20:31 +0000 2018,0.13,0.87,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@kimguilfoyle on possibility of @POTUS firing Mueller: “Let them complete the investigation. I don’t see any upsid… https://t.co/Y2E6Ft4Bmu,FoxNews
338,-0.7717,Mon Mar 19 21:12:12 +0000 2018,0.271,0.729,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/5NUOAb2EGz",FoxNews
339,0.5574,Mon Mar 19 20:45:54 +0000 2018,0.0,0.714,0.286,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Supreme Court keeps revised Pennsylvania congressional map in place https://t.co/eJLYkE8opo,FoxNews
340,-0.4019,Mon Mar 19 20:36:29 +0000 2018,0.252,0.748,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Massachusetts @BurgerKing removes sign about overdosing after complaints https://t.co/njic1cdECW,FoxNews
341,-0.7579,Mon Mar 19 20:29:22 +0000 2018,0.371,0.629,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pennsylvania college student who went missing in Bermuda found dead, officials say https://t.co/LcRKyP0d7k",FoxNews
342,-0.6249,Mon Mar 19 20:11:39 +0000 2018,0.24,0.76,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Holy Cross Drops 'Knight' Mascot Over Ties to Christian Violence in the Crusades https://t.co/qDcSao3Qft,FoxNews
343,0.0,Mon Mar 19 20:05:53 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@WhiteHouse, Dems restart negotiations over DACA, funding border wall https://t.co/frvcb0X3XG",FoxNews
344,0.6557,Mon Mar 19 19:59:16 +0000 2018,0.0,0.77,0.23,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS on drug traffickers: “My Department of Justice will be seeking so many, much tougher penalties than we’ve e… https://t.co/KGqSXSzUUt",FoxNews
345,-0.5719,Mon Mar 19 19:49:19 +0000 2018,0.239,0.761,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",'Build The Wall and Keep the Damn Drugs Out': #Trump Slams Dems' Inaction in Opioid Speech https://t.co/OxSld53cxp,FoxNews
346,0.5859,Mon Mar 19 19:43:25 +0000 2018,0.0,0.853,0.147,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: “Together, we will end the scourge of drug addiction in America once and for all. We will win, we will bea… https://t.co/VE7u72Dea2",FoxNews
347,0.5859,Mon Mar 19 19:41:38 +0000 2018,0.0,0.734,0.266,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: “We want every American to be able to reach their full, God-given potential…The brave families here today… https://t.co/Z4ktE9Ktrc",FoxNews
348,-0.1027,Mon Mar 19 19:33:22 +0000 2018,0.062,0.938,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@POTUS: “We pay, as a country, so much more for drugs because of the drug lobbies &amp; other reasons…If you compare o… https://t.co/i2sUXNITOY",FoxNews
349,-0.1531,Mon Mar 19 19:22:03 +0000 2018,0.096,0.904,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FoxBusiness: .@POTUS: ""You'll be seeing drug prices falling very substantially in the not-so-distant future."" https://t.co/ycNGnI7zU9",FoxNews
350,-0.1531,Mon Mar 19 19:21:45 +0000 2018,0.118,0.882,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@POTUS: “Ending sanctuary cities is crucial to stopping the drug addiction crisis.” https://t.co/8Dht9hIv6m,FoxNews
