Tweet,Compound,Date,Negative,Neutral,Positive,Source,Text,User
452,0.7351,Mon Mar 19 18:50:06 +0000 2018,0.0,0.788,0.212,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @tiffkhsu: Claire's, where I and all of my friends and all of their friends got ears pierced as teenagers, is filing for Chapter 11 bank…",nytimes
453,0.4767,Mon Mar 19 18:40:22 +0000 2018,0.0,0.823,0.177,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Does New York want another celebrity in public office? The actress Cynthia Nixon hopes so: She just entered the rac… https://t.co/tmzrIs6quF,nytimes
454,0.0772,Mon Mar 19 18:40:04 +0000 2018,0.0,0.939,0.061,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @julieturkewitz: For much of our country's history, native people weren't permitted to vote. Now there are a historic number of indigeno…",nytimes
455,-0.802,Mon Mar 19 18:30:04 +0000 2018,0.286,0.714,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","4 bombings this month in Austin, including one on Sunday night, have killed 2 people and injured 4. Here's what we… https://t.co/bqa42mRTn7",nytimes
456,-0.5574,Mon Mar 19 18:21:43 +0000 2018,0.184,0.816,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Another reader reacts to the news that a woman died after being hit by a self-driving Uber car… https://t.co/z1uax6tzgG,nytimes
457,-0.5574,Mon Mar 19 18:20:05 +0000 2018,0.167,0.833,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A New York Times reader reacts to the news that a woman died after being hit by a self-driving Uber car… https://t.co/1Tm0f1qpdM,nytimes
458,0.4588,Mon Mar 19 18:10:09 +0000 2018,0.0,0.8,0.2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",You'll probably need to do a little shopping to make this traditional dish. But it's well worth it. https://t.co/8sjpx5xcn7,nytimes
459,-0.743,Mon Mar 19 18:00:11 +0000 2018,0.223,0.777,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTSports: Tyronn Lue: “I have had chest pains and other troubling symptoms."" He's stepping away from the Cavs with just 13 games left…",nytimes
460,-0.5574,Mon Mar 19 17:50:06 +0000 2018,0.153,0.847,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Andrew McCabe, the former FBI deputy director, was fired late Friday night — on the eve of his retirement. Here’s w… https://t.co/WgdgoA0WtP",nytimes
461,0.3818,Mon Mar 19 17:40:10 +0000 2018,0.0,0.86,0.14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Stuffed ham is one of America’s most regionally specific dishes. People in Southern Maryland cherish it. https://t.co/g2tDQy5xWK,nytimes
462,0.2023,Mon Mar 19 17:35:00 +0000 2018,0.0,0.859,0.141,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",One NYT reader embraces the practice of flirting for tips https://t.co/bzmsCpF0sp https://t.co/35aiorjdej,nytimes
463,0.0,Mon Mar 19 17:30:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @jasondhorowitz: Luigi Di Maio, 31, and Italy's potential next leader, was living at home “until five years ago,” his mother tells me. M…",nytimes
464,0.0,Mon Mar 19 17:17:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump is planning to hire a lawyer who’s pushed theories on Fox News that Trump was framed by the FBI and… https://t.co/W8oVqa5D2I,nytimes
465,0.0,Mon Mar 19 17:05:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The change of a single word in the new tax law means the MLB, NBA and other sports franchises could now face capita… https://t.co/NBcgIvPN2X",nytimes
466,-0.5574,Mon Mar 19 16:55:21 +0000 2018,0.159,0.841,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Breaking News: A woman died after being hit by a self-driving Uber car in Tempe, Arizona. It’s the first known pede… https://t.co/KqD9AUqOm5",nytimes
467,-0.34,Mon Mar 19 16:50:05 +0000 2018,0.112,0.888,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @nytopinion: I am a junior in high school, and I regularly shoot guns, for target practice and hunting, writes Dakota Hanchett https://t…",nytimes
468,-0.25,Mon Mar 19 16:40:07 +0000 2018,0.091,0.909,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Britain will have a transition period after the country withdraws from the EU — as long as a deal can be struck to… https://t.co/j3M7RRrd5d,nytimes
469,0.0,Mon Mar 19 16:30:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",What we know about the Austin bombings https://t.co/EfHgpraY8B,nytimes
470,0.34,Mon Mar 19 16:20:09 +0000 2018,0.0,0.897,0.103,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The Austin police chief sent an unusual public message to the unknown bomber or bombers on Sunday: ""We assure you t… https://t.co/BYmbbRdr6n",nytimes
471,0.0,Mon Mar 19 16:10:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTMetro: Prewar walk-up, airy loft, garden flat or sky-high glass-and-steel cube — we took a look at the history of the New York City…",nytimes
472,-0.5423,Mon Mar 19 16:00:19 +0000 2018,0.163,0.837,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After we published an article examining how servers endure harassing behavior for tips, readers wrote in with their… https://t.co/2zaaCSwtzd",nytimes
473,0.0,Mon Mar 19 15:50:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In her early 20s, Mary Ewing Outerbridge brought tennis to the U.S. in the 1870s, establishing what may have been A… https://t.co/vqkNjr5uhs",nytimes
474,0.0,Mon Mar 19 15:39:25 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Michael Ferro stepped down as the chairman of Tronc, just weeks after he helped negotiate the sale of The Los Angel… https://t.co/2ctT8mAELY",nytimes
475,-0.1779,Mon Mar 19 15:30:02 +0000 2018,0.154,0.724,0.122,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",YouTube announced it would enlist Wikipedia’s help to deal with the proliferation of conspiracy theories and misinf… https://t.co/BRgKu7qgmR,nytimes
476,-0.3384,Mon Mar 19 15:20:05 +0000 2018,0.218,0.609,0.173,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nhannahjones: An absolutely devastating new study about race and black males. Sons of wealthy black parents no better off than sons of…,nytimes
477,0.0,Mon Mar 19 15:10:06 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",There’s never been a Native American congresswoman. That could change in 2018. https://t.co/sWz8dv2SQ5,nytimes
478,-0.5859,Mon Mar 19 15:00:15 +0000 2018,0.15,0.808,0.042,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","RT @NYTNational: “Rules don’t matter for them. For them, this is a war, and it’s all fair,"" said a founder of Cambridge Analytica, a firm t…",nytimes
479,0.0,Mon Mar 19 14:52:32 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",“Our community never should have been developed. It’s hundreds and hundreds of houses. Now we are proof that we nee… https://t.co/jlC1TJJ7JE,nytimes
480,0.0,Mon Mar 19 14:51:34 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","After Hurricane Harvey, thousands of homes in a Houston suburb were deliberately flooded by the federal government.… https://t.co/x3cwgQEQkr",nytimes
481,0.2732,Mon Mar 19 14:45:09 +0000 2018,0.0,0.877,0.123,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Opinion 

Op-Ed columnist @CharlesMBlow writes: ""How are international agreements supposed to be negotiated when… https://t.co/iS7FGbJfIZ",nytimes
482,0.0,Mon Mar 19 14:30:14 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Andrew Cuomo suggested that his name ""was never mentioned"" during his former aide's corruption trial. That is incor… https://t.co/FlXRhzCHHl",nytimes
483,0.0,Mon Mar 19 14:20:07 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","New York’s school system is complex and deeply political. Its next leader has only modest big-district experience,… https://t.co/x5UZ6mPYcp",nytimes
484,0.4588,Mon Mar 19 14:11:03 +0000 2018,0.0,0.885,0.115,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How do you find a person when all you have is half of a smiling face in an old photo? You turn to social media. https://t.co/F20iRGe0yG,nytimes
485,0.0,Mon Mar 19 14:00:24 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/ZoTLlxQP9f https://t.co/8lBjSG6F6I,nytimes
486,-0.7574,Mon Mar 19 13:45:02 +0000 2018,0.265,0.735,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Some aides view the weekend's attacks on Robert Mueller and the FBI as a particularly disturbing taste of what they… https://t.co/dlWTNJK5wk,nytimes
487,-0.6908,Mon Mar 19 13:30:00 +0000 2018,0.231,0.769,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",We also wanted to hear from you. Readers described the pressure to tolerate harassing behavior in order to earn tip… https://t.co/4c3MxgNyIS,nytimes
488,0.128,Mon Mar 19 13:16:01 +0000 2018,0.0,0.93,0.07,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Among his credentials, Luigi Di Maio was the treasurer of his elementary school class and the president of his high… https://t.co/2ENENcK6pD",nytimes
489,-0.296,Mon Mar 19 13:00:13 +0000 2018,0.095,0.905,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",RT @nytimesarts: No one listener can choose a definitive “best of” SXSW; it’s impossible to hear more than a small percentage of the perfor…,nytimes
490,-0.2051,Mon Mar 19 12:50:04 +0000 2018,0.083,0.917,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Kate McKinnon as Education Secretary Betsy DeVos: ""Look, I may not be very good on camera, but behind the scenes, m… https://t.co/bfafJqEzAm",nytimes
491,0.4939,Mon Mar 19 12:40:03 +0000 2018,0.0,0.856,0.144,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Black boys raised in America, even in the wealthiest families and living in some of the most well-to-do neighborhoo… https://t.co/OGBKVIcK2J",nytimes
492,0.2023,Mon Mar 19 12:30:14 +0000 2018,0.175,0.583,0.242,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",4 easy ways to cut down your sugar intake https://t.co/y33BxQJCnl,nytimes
493,-0.296,Mon Mar 19 12:20:06 +0000 2018,0.091,0.909,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","When asked if women were equal to men, Prince Mohammed said: ""Absolutely. We are all human beings and there is no d… https://t.co/CwcBNofidf",nytimes
494,0.0,Mon Mar 19 12:11:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NCAA men's tournament: Xavier, Michigan State, Cincinnati, North Carolina and Auburn exit much earlier than many ex… https://t.co/2qZgXNxJh3",nytimes
495,0.0,Mon Mar 19 12:00:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Morning Briefing: Here's what you need to know to start your day https://t.co/9gvaeEZbMx https://t.co/w1K9nD6AA5,nytimes
496,-0.128,Mon Mar 19 11:50:04 +0000 2018,0.095,0.83,0.075,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump ignored the advice of his own lawyers and lashed out at Robert Mueller on Twitter. Here's how top R… https://t.co/yeK5eb5OXV,nytimes
497,0.0,Mon Mar 19 11:40:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Britain's National Health Service is paying French doctors to perform some operations on its behalf https://t.co/4wWCaNjTMu,nytimes
498,-0.25,Mon Mar 19 11:30:11 +0000 2018,0.118,0.882,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Austin was struck by a fourth explosion just hours after a televised appeal to the bomber https://t.co/4v1JYlYVts https://t.co/JyCFz78CLb,nytimes
499,0.0,Mon Mar 19 11:20:11 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Mr. President, the American people will hear my story very soon,"" James Comey tweeted Twitter on Saturday, in what… https://t.co/muUnhrU7Tx",nytimes
